timestamp,phase_A_voltage,phase_B_voltage,phase_C_voltage,line_current,frequency,power_factor,thd_percent
0.066800,274.406576,-288.016163,13.609587,3.422164,50.020375,0.954166,2.062791
0.067000,262.930523,-296.902274,33.971751,3.404508,50.020432,0.954179,2.062978
0.067200,250.416804,-304.616647,54.199843,3.385257,50.020490,0.954191,2.063165
0.067400,236.914804,-311.128837,74.214033,3.364484,50.020547,0.954203,2.063352
0.067600,222.477809,-316.413143,93.935334,3.342274,50.020604,0.954216,2.063539
0.067800,207.162797,-320.448712,113.285915,3.318712,50.020662,0.954228,2.063726
0.068000,191.030207,-323.219616,132.189409,3.293893,50.020719,0.954240,2.063913
0.068200,174.143708,-324.714920,150.571211,3.267913,50.020776,0.954252,2.064100
0.068400,156.569944,-324.928722,168.358778,3.240877,50.020833,0.954265,2.064287
0.068600,138.378270,-323.860179,185.481909,3.212890,50.020890,0.954277,2.064474
0.068800,119.640480,-321.513508,201.873029,3.184062,50.020947,0.954289,2.064661
0.069000,100.430523,-317.897970,217.467447,3.154508,50.021004,0.954302,2.064848
0.069200,80.824213,-313.027834,232.203621,3.124345,50.021061,0.954314,2.065035
0.069400,60.898927,-306.922320,246.023393,3.093691,50.021118,0.954326,2.065222
0.069600,40.733301,-299.605524,258.872223,3.062667,50.021175,0.954338,2.065408
0.069800,20.406919,-291.106322,270.699403,3.031395,50.021232,0.954351,2.065595
0.070000,-0.000000,-281.458256,281.458256,3.000000,50.021289,0.954363,2.065782
0.070200,-20.406919,-270.699403,291.106322,2.968605,50.021346,0.954375,2.065969
0.070400,-40.733301,-258.872223,299.605524,2.937333,50.021403,0.954387,2.066156
0.070600,-60.898927,-246.023393,306.922320,2.906309,50.021459,0.954400,2.066343
0.070800,-80.824213,-232.203621,313.027834,2.875655,50.021516,0.954412,2.066530
0.071000,-100.430523,-217.467447,317.897970,2.845492,50.021573,0.954424,2.066716
0.071200,-119.640480,-201.873029,321.513508,2.815938,50.021629,0.954436,2.066903
0.071400,-138.378270,-185.481909,323.860179,2.787110,50.021686,0.954449,2.067090
0.071600,-156.569944,-168.358778,324.928722,2.759123,50.021743,0.954461,2.067277
0.071800,-174.143708,-150.571211,324.714920,2.732087,50.021799,0.954473,2.067464
0.072000,-191.030207,-132.189409,323.219616,2.706107,50.021856,0.954485,2.067650
0.072200,-207.162797,-113.285915,320.448712,2.681288,50.021912,0.954498,2.067837
0.072400,-222.477809,-93.935334,316.413143,2.657726,50.021969,0.954510,2.068024
0.072600,-236.914804,-74.214033,311.128837,2.635516,50.022025,0.954522,2.068211
0.072800,-250.416804,-54.199843,304.616647,2.614743,50.022082,0.954534,2.068397
0.073000,-262.930523,-33.971751,296.902274,2.595492,50.022138,0.954547,2.068584
0.073200,-274.406576,-13.609587,288.016163,2.577836,50.022194,0.954559,2.068771
0.073400,-284.799671,6.806286,277.993385,2.561847,50.022251,0.954571,2.068957
0.073600,-294.068792,27.195299,266.873493,2.547586,50.022307,0.954583,2.069144
0.073800,-302.177358,47.476984,254.700374,2.535112,50.022363,0.954596,2.069331
0.074000,-309.093368,67.571300,241.522068,2.524472,50.022419,0.954608,2.069517
0.074200,-314.789527,87.398942,227.390586,2.515708,50.022475,0.954620,2.069704
0.074400,-319.243356,106.881660,212.361696,2.508856,50.022531,0.954632,2.069891
0.074600,-322.437278,125.942566,196.494712,2.503943,50.022587,0.954644,2.070077
0.074800,-324.358687,144.506433,179.852254,2.500987,50.022644,0.954657,2.070264
0.075000,-325.000000,162.500000,162.500000,2.500000,50.022700,0.954669,2.070451
0.075200,-324.358687,179.852254,144.506433,2.500987,50.022755,0.954681,2.070637
0.075400,-322.437278,196.494712,125.942566,2.503943,50.022811,0.954693,2.070824
0.075600,-319.243356,212.361696,106.881660,2.508856,50.022867,0.954706,2.071010
0.075800,-314.789527,227.390586,87.398942,2.515708,50.022923,0.954718,2.071197
0.076000,-309.093368,241.522068,67.571300,2.524472,50.022979,0.954730,2.071384
0.076200,-302.177358,254.700374,47.476984,2.535112,50.023035,0.954742,2.071570
0.076400,-294.068792,266.873493,27.195299,2.547586,50.023091,0.954754,2.071757
0.076600,-284.799671,277.993385,6.806286,2.561847,50.023146,0.954767,2.071943
0.076800,-274.406576,288.016163,-13.609587,2.577836,50.023202,0.954779,2.072130
0.077000,-262.930523,296.902274,-33.971751,2.595492,50.023258,0.954791,2.072316
0.077200,-250.416804,304.616647,-54.199843,2.614743,50.023313,0.954803,2.072503
0.077400,-236.914804,311.128837,-74.214033,2.635516,50.023369,0.954815,2.072689
0.077600,-222.477809,316.413143,-93.935334,2.657726,50.023424,0.954828,2.072876
0.077800,-207.162797,320.448712,-113.285915,2.681288,50.023480,0.954840,2.073062
0.078000,-191.030207,323.219616,-132.189409,2.706107,50.023535,0.954852,2.073249
0.078200,-174.143708,324.714920,-150.571211,2.732087,50.023591,0.954864,2.073435
0.078400,-156.569944,324.928722,-168.358778,2.759123,50.023646,0.954876,2.073622
0.078600,-138.378270,323.860179,-185.481909,2.787110,50.023701,0.954889,2.073808
0.078800,-119.640480,321.513508,-201.873029,2.815938,50.023757,0.954901,2.073994
0.079000,-100.430523,317.897970,-217.467447,2.845492,50.023812,0.954913,2.074181
0.079200,-80.824213,313.027834,-232.203621,2.875655,50.023867,0.954925,2.074367
0.079400,-60.898927,306.922320,-246.023393,2.906309,50.023922,0.954937,2.074554
0.079600,-40.733301,299.605524,-258.872223,2.937333,50.023977,0.954949,2.074740
0.079800,-20.406919,291.106322,-270.699403,2.968605,50.024033,0.954962,2.074926
0.080000,-0.000000,281.458256,-281.458256,3.000000,50.024088,0.954974,2.075113
0.080200,20.406919,270.699403,-291.106322,3.031395,50.024143,0.954986,2.075299
0.080400,40.733301,258.872223,-299.605524,3.062667,50.024198,0.954998,2.075485
0.080600,60.898927,246.023393,-306.922320,3.093691,50.024253,0.955010,2.075672
0.080800,80.824213,232.203621,-313.027834,3.124345,50.024308,0.955022,2.075858
0.081000,100.430523,217.467447,-317.897970,3.154508,50.024363,0.955035,2.076044
0.081200,119.640480,201.873029,-321.513508,3.184062,50.024417,0.955047,2.076231
0.081400,138.378270,185.481909,-323.860179,3.212890,50.024472,0.955059,2.076417
0.081600,156.569944,168.358778,-324.928722,3.240877,50.024527,0.955071,2.076603
0.081800,174.143708,150.571211,-324.714920,3.267913,50.024582,0.955083,2.076790
0.082000,191.030207,132.189409,-323.219616,3.293893,50.024636,0.955095,2.076976
0.082200,207.162797,113.285915,-320.448712,3.318712,50.024691,0.955108,2.077162
0.082400,222.477809,93.935334,-316.413143,3.342274,50.024746,0.955120,2.077348
0.082600,236.914804,74.214033,-311.128837,3.364484,50.024800,0.955132,2.077535
0.082800,250.416804,54.199843,-304.616647,3.385257,50.024855,0.955144,2.077721
0.083000,262.930523,33.971751,-296.902274,3.404508,50.024909,0.955156,2.077907
0.083200,274.406576,13.609587,-288.016163,3.422164,50.024964,0.955168,2.078093
0.083400,284.799671,-6.806286,-277.993385,3.438153,50.025018,0.955180,2.078279
0.083600,294.068792,-27.195299,-266.873493,3.452414,50.025073,0.955193,2.078465
0.083800,302.177358,-47.476984,-254.700374,3.464888,50.025127,0.955205,2.078652
0.084000,309.093368,-67.571300,-241.522068,3.475528,50.025181,0.955217,2.078838
0.084200,314.789527,-87.398942,-227.390586,3.484292,50.025235,0.955229,2.079024
0.084400,319.243356,-106.881660,-212.361696,3.491144,50.025290,0.955241,2.079210
0.084600,322.437278,-125.942566,-196.494712,3.496057,50.025344,0.955253,2.079396
0.084800,324.358687,-144.506433,-179.852254,3.499013,50.025398,0.955265,2.079582
0.085000,325.000000,-162.500000,-162.500000,3.500000,50.025452,0.955277,2.079768
0.085200,324.358687,-179.852254,-144.506433,3.499013,50.025506,0.955290,2.079954
0.085400,322.437278,-196.494712,-125.942566,3.496057,50.025560,0.955302,2.080140
0.085600,319.243356,-212.361696,-106.881660,3.491144,50.025614,0.955314,2.080326
0.085800,314.789527,-227.390586,-87.398942,3.484292,50.025668,0.955326,2.080513
0.086000,309.093368,-241.522068,-67.571300,3.475528,50.025722,0.955338,2.080699
0.086200,302.177358,-254.700374,-47.476984,3.464888,50.025776,0.955350,2.080885
0.086400,294.068792,-266.873493,-27.195299,3.452414,50.025830,0.955362,2.081071
0.086600,284.799671,-277.993385,-6.806286,3.438153,50.025883,0.955374,2.081257
0.086800,274.406576,-288.016163,13.609587,3.422164,50.025937,0.955386,2.081443
0.087000,262.930523,-296.902274,33.971751,3.404508,50.025991,0.955399,2.081629
0.087200,250.416804,-304.616647,54.199843,3.385257,50.026045,0.955411,2.081815
0.087400,236.914804,-311.128837,74.214033,3.364484,50.026098,0.955423,2.082000
0.087600,222.477809,-316.413143,93.935334,3.342274,50.026152,0.955435,2.082186
0.087800,207.162797,-320.448712,113.285915,3.318712,50.026205,0.955447,2.082372
0.088000,191.030207,-323.219616,132.189409,3.293893,50.026259,0.955459,2.082558
0.088200,174.143708,-324.714920,150.571211,3.267913,50.026312,0.955471,2.082744
0.088400,156.569944,-324.928722,168.358778,3.240877,50.026366,0.955483,2.082930
0.088600,138.378270,-323.860179,185.481909,3.212890,50.026419,0.955495,2.083116
0.088800,119.640480,-321.513508,201.873029,3.184062,50.026472,0.955507,2.083302
0.089000,100.430523,-317.897970,217.467447,3.154508,50.026526,0.955519,2.083488
0.089200,80.824213,-313.027834,232.203621,3.124345,50.026579,0.955532,2.083673
0.089400,60.898927,-306.922320,246.023393,3.093691,50.026632,0.955544,2.083859
0.089600,40.733301,-299.605524,258.872223,3.062667,50.026685,0.955556,2.084045
0.089800,20.406919,-291.106322,270.699403,3.031395,50.026738,0.955568,2.084231
0.090000,-0.000000,-281.458256,281.458256,3.000000,50.026791,0.955580,2.084417
0.090200,-20.406919,-270.699403,291.106322,2.968605,50.026844,0.955592,2.084603
0.090400,-40.733301,-258.872223,299.605524,2.937333,50.026897,0.955604,2.084788
0.090600,-60.898927,-246.023393,306.922320,2.906309,50.026950,0.955616,2.084974
0.090800,-80.824213,-232.203621,313.027834,2.875655,50.027003,0.955628,2.085160
0.091000,-100.430523,-217.467447,317.897970,2.845492,50.027056,0.955640,2.085346
0.091200,-119.640480,-201.873029,321.513508,2.815938,50.027109,0.955652,2.085531
0.091400,-138.378270,-185.481909,323.860179,2.787110,50.027162,0.955664,2.085717
0.091600,-156.569944,-168.358778,324.928722,2.759123,50.027214,0.955676,2.085903
0.091800,-174.143708,-150.571211,324.714920,2.732087,50.027267,0.955688,2.086088
0.092000,-191.030207,-132.189409,323.219616,2.706107,50.027320,0.955700,2.086274
0.092200,-207.162797,-113.285915,320.448712,2.681288,50.027372,0.955712,2.086460
0.092400,-222.477809,-93.935334,316.413143,2.657726,50.027425,0.955724,2.086645
0.092600,-236.914804,-74.214033,311.128837,2.635516,50.027477,0.955737,2.086831
0.092800,-250.416804,-54.199843,304.616647,2.614743,50.027530,0.955749,2.087017
0.093000,-262.930523,-33.971751,296.902274,2.595492,50.027582,0.955761,2.087202
0.093200,-274.406576,-13.609587,288.016163,2.577836,50.027635,0.955773,2.087388
0.093400,-284.799671,6.806286,277.993385,2.561847,50.027687,0.955785,2.087573
0.093600,-294.068792,27.195299,266.873493,2.547586,50.027739,0.955797,2.087759
0.093800,-302.177358,47.476984,254.700374,2.535112,50.027792,0.955809,2.087945
0.094000,-309.093368,67.571300,241.522068,2.524472,50.027844,0.955821,2.088130
0.094200,-314.789527,87.398942,227.390586,2.515708,50.027896,0.955833,2.088316
0.094400,-319.243356,106.881660,212.361696,2.508856,50.027948,0.955845,2.088501
0.094600,-322.437278,125.942566,196.494712,2.503943,50.028000,0.955857,2.088687
0.094800,-324.358687,144.506433,179.852254,2.500987,50.028052,0.955869,2.088872
0.095000,-325.000000,162.500000,162.500000,2.500000,50.028104,0.955881,2.089058
0.095200,-324.358687,179.852254,144.506433,2.500987,50.028156,0.955893,2.089243
0.095400,-322.437278,196.494712,125.942566,2.503943,50.028208,0.955905,2.089429
0.095600,-319.243356,212.361696,106.881660,2.508856,50.028260,0.955917,2.089614
0.095800,-314.789527,227.390586,87.398942,2.515708,50.028312,0.955929,2.089799
0.096000,-309.093368,241.522068,67.571300,2.524472,50.028363,0.955941,2.089985
0.096200,-302.177358,254.700374,47.476984,2.535112,50.028415,0.955953,2.090170
0.096400,-294.068792,266.873493,27.195299,2.547586,50.028467,0.955965,2.090356
0.096600,-284.799671,277.993385,6.806286,2.561847,50.028518,0.955977,2.090541
0.096800,-274.406576,288.016163,-13.609587,2.577836,50.028570,0.955989,2.090726
0.097000,-262.930523,296.902274,-33.971751,2.595492,50.028622,0.956001,2.090912
0.097200,-250.416804,304.616647,-54.199843,2.614743,50.028673,0.956013,2.091097
0.097400,-236.914804,311.128837,-74.214033,2.635516,50.028725,0.956025,2.091283
0.097600,-222.477809,316.413143,-93.935334,2.657726,50.028776,0.956037,2.091468
0.097800,-207.162797,320.448712,-113.285915,2.681288,50.028827,0.956049,2.091653
0.098000,-191.030207,323.219616,-132.189409,2.706107,50.028879,0.956061,2.091838
0.098200,-174.143708,324.714920,-150.571211,2.732087,50.028930,0.956073,2.092024
0.098400,-156.569944,324.928722,-168.358778,2.759123,50.028981,0.956085,2.092209
0.098600,-138.378270,323.860179,-185.481909,2.787110,50.029032,0.956097,2.092394
0.098800,-119.640480,321.513508,-201.873029,2.815938,50.029083,0.956109,2.092579
0.099000,-100.430523,317.897970,-217.467447,2.845492,50.029135,0.956121,2.092765
0.099200,-80.824213,313.027834,-232.203621,2.875655,50.029186,0.956133,2.092950
0.099400,-60.898927,306.922320,-246.023393,2.906309,50.029237,0.956144,2.093135
0.099600,-40.733301,299.605524,-258.872223,2.937333,50.029288,0.956156,2.093320
0.099800,-20.406919,291.106322,-270.699403,2.968605,50.029338,0.956168,2.093505
0.100000,0.000000,281.458256,-281.458256,3.000000,50.029389,0.956180,2.093691
0.100200,20.406919,270.699403,-291.106322,3.031395,50.029440,0.956192,2.093876
0.100400,40.733301,258.872223,-299.605524,3.062667,50.029491,0.956204,2.094061
0.100600,60.898927,246.023393,-306.922320,3.093691,50.029542,0.956216,2.094246
0.100800,80.824213,232.203621,-313.027834,3.124345,50.029592,0.956228,2.094431
0.101000,100.430523,217.467447,-317.897970,3.154508,50.029643,0.956240,2.094616
0.101200,119.640480,201.873029,-321.513508,3.184062,50.029693,0.956252,2.094801
0.101400,138.378270,185.481909,-323.860179,3.212890,50.029744,0.956264,2.094986
0.101600,156.569944,168.358778,-324.928722,3.240877,50.029794,0.956276,2.095171
0.101800,174.143708,150.571211,-324.714920,3.267913,50.029845,0.956288,2.095357
0.102000,191.030207,132.189409,-323.219616,3.293893,50.029895,0.956300,2.095542
0.102200,207.162797,113.285915,-320.448712,3.318712,50.029946,0.956312,2.095727
0.102400,222.477809,93.935334,-316.413143,3.342274,50.029996,0.956324,2.095912
0.102600,236.914804,74.214033,-311.128837,3.364484,50.030046,0.956335,2.096097
0.102800,250.416804,54.199843,-304.616647,3.385257,50.030096,0.956347,2.096282
0.103000,262.930523,33.971751,-296.902274,3.404508,50.030146,0.956359,2.096466
0.103200,274.406576,13.609587,-288.016163,3.422164,50.030197,0.956371,2.096651
0.103400,284.799671,-6.806286,-277.993385,3.438153,50.030247,0.956383,2.096836
0.103600,294.068792,-27.195299,-266.873493,3.452414,50.030297,0.956395,2.097021
0.103800,302.177358,-47.476984,-254.700374,3.464888,50.030347,0.956407,2.097206
0.104000,309.093368,-67.571300,-241.522068,3.475528,50.030397,0.956419,2.097391
0.104200,314.789527,-87.398942,-227.390586,3.484292,50.030446,0.956431,2.097576
0.104400,319.243356,-106.881660,-212.361696,3.491144,50.030496,0.956443,2.097761
0.104600,322.437278,-125.942566,-196.494712,3.496057,50.030546,0.956455,2.097946
0.104800,324.358687,-144.506433,-179.852254,3.499013,50.030596,0.956466,2.098131
0.105000,325.000000,-162.500000,-162.500000,3.500000,50.030645,0.956478,2.098315
0.105200,324.358687,-179.852254,-144.506433,3.499013,50.030695,0.956490,2.098500
0.105400,322.437278,-196.494712,-125.942566,3.496057,50.030745,0.956502,2.098685
0.105600,319.243356,-212.361696,-106.881660,3.491144,50.030794,0.956514,2.098870
0.105800,314.789527,-227.390586,-87.398942,3.484292,50.030844,0.956526,2.099054
0.106000,309.093368,-241.522068,-67.571300,3.475528,50.030893,0.956538,2.099239
0.106200,302.177358,-254.700374,-47.476984,3.464888,50.030942,0.956550,2.099424
0.106400,294.068792,-266.873493,-27.195299,3.452414,50.030992,0.956562,2.099609
0.106600,284.799671,-277.993385,-6.806286,3.438153,50.031041,0.956573,2.099793
0.106800,274.406576,-288.016163,13.609587,3.422164,50.031090,0.956585,2.099978
0.107000,262.930523,-296.902274,33.971751,3.404508,50.031139,0.956597,2.100163
0.107200,250.416804,-304.616647,54.199843,3.385257,50.031189,0.956609,2.100347
0.107400,236.914804,-311.128837,74.214033,3.364484,50.031238,0.956621,2.100532
0.107600,222.477809,-316.413143,93.935334,3.342274,50.031287,0.956633,2.100717
0.107800,207.162797,-320.448712,113.285915,3.318712,50.031336,0.956645,2.100901
0.108000,191.030207,-323.219616,132.189409,3.293893,50.031385,0.956656,2.101086
0.108200,174.143708,-324.714920,150.571211,3.267913,50.031433,0.956668,2.101271
0.108400,156.569944,-324.928722,168.358778,3.240877,50.031482,0.956680,2.101455
0.108600,138.378270,-323.860179,185.481909,3.212890,50.031531,0.956692,2.101640
0.108800,119.640480,-321.513508,201.873029,3.184062,50.031580,0.956704,2.101824
0.109000,100.430523,-317.897970,217.467447,3.154508,50.031629,0.956716,2.102009
0.109200,80.824213,-313.027834,232.203621,3.124345,50.031677,0.956727,2.102193
0.109400,60.898927,-306.922320,246.023393,3.093691,50.031726,0.956739,2.102378
0.109600,40.733301,-299.605524,258.872223,3.062667,50.031774,0.956751,2.102562
0.109800,20.406919,-291.106322,270.699403,3.031395,50.031823,0.956763,2.102747
0.110000,-0.000000,-281.458256,281.458256,3.000000,50.031871,0.956775,2.102931
0.110200,-20.406919,-270.699403,291.106322,2.968605,50.031920,0.956787,2.103116
0.110400,-40.733301,-258.872223,299.605524,2.937333,50.031968,0.956798,2.103300
0.110600,-60.898927,-246.023393,306.922320,2.906309,50.032016,0.956810,2.103485
0.110800,-80.824213,-232.203621,313.027834,2.875655,50.032064,0.956822,2.103669
0.111000,-100.430523,-217.467447,317.897970,2.845492,50.032113,0.956834,2.103853
0.111200,-119.640480,-201.873029,321.513508,2.815938,50.032161,0.956846,2.104038
0.111400,-138.378270,-185.481909,323.860179,2.787110,50.032209,0.956857,2.104222
0.111600,-156.569944,-168.358778,324.928722,2.759123,50.032257,0.956869,2.104406
0.111800,-174.143708,-150.571211,324.714920,2.732087,50.032305,0.956881,2.104591
0.112000,-191.030207,-132.189409,323.219616,2.706107,50.032353,0.956893,2.104775
0.112200,-207.162797,-113.285915,320.448712,2.681288,50.032401,0.956905,2.104959
0.112400,-222.477809,-93.935334,316.413143,2.657726,50.032449,0.956916,2.105144
0.112600,-236.914804,-74.214033,311.128837,2.635516,50.032496,0.956928,2.105328
0.112800,-250.416804,-54.199843,304.616647,2.614743,50.032544,0.956940,2.105512
0.113000,-262.930523,-33.971751,296.902274,2.595492,50.032592,0.956952,2.105697
0.113200,-274.406576,-13.609587,288.016163,2.577836,50.032639,0.956964,2.105881
0.113400,-284.799671,6.806286,277.993385,2.561847,50.032687,0.956975,2.106065
0.113600,-294.068792,27.195299,266.873493,2.547586,50.032734,0.956987,2.106249
0.113800,-302.177358,47.476984,254.700374,2.535112,50.032782,0.956999,2.106433
0.114000,-309.093368,67.571300,241.522068,2.524472,50.032829,0.957011,2.106618
0.114200,-314.789527,87.398942,227.390586,2.515708,50.032877,0.957022,2.106802
0.114400,-319.243356,106.881660,212.361696,2.508856,50.032924,0.957034,2.106986
0.114600,-322.437278,125.942566,196.494712,2.503943,50.032971,0.957046,2.107170
0.114800,-324.358687,144.506433,179.852254,2.500987,50.033018,0.957058,2.107354
0.115000,-325.000000,162.500000,162.500000,2.500000,50.033066,0.957069,2.107538
0.115200,-324.358687,179.852254,144.506433,2.500987,50.033113,0.957081,2.107722
0.115400,-322.437278,196.494712,125.942566,2.503943,50.033160,0.957093,2.107906
0.115600,-319.243356,212.361696,106.881660,2.508856,50.033207,0.957105,2.108090
0.115800,-314.789527,227.390586,87.398942,2.515708,50.033254,0.957116,2.108274
0.116000,-309.093368,241.522068,67.571300,2.524472,50.033301,0.957128,2.108458
0.116200,-302.177358,254.700374,47.476984,2.535112,50.033347,0.957140,2.108642
0.116400,-294.068792,266.873493,27.195299,2.547586,50.033394,0.957152,2.108826
0.116600,-284.799671,277.993385,6.806286,2.561847,50.033441,0.957163,2.109010
0.116800,-274.406576,288.016163,-13.609587,2.577836,50.033488,0.957175,2.109194
0.117000,-262.930523,296.902274,-33.971751,2.595492,50.033534,0.957187,2.109378
0.117200,-250.416804,304.616647,-54.199843,2.614743,50.033581,0.957199,2.109562
0.117400,-236.914804,311.128837,-74.214033,2.635516,50.033627,0.957210,2.109746
0.117600,-222.477809,316.413143,-93.935334,2.657726,50.033674,0.957222,2.109930
0.117800,-207.162797,320.448712,-113.285915,2.681288,50.033720,0.957234,2.110114
0.118000,-191.030207,323.219616,-132.189409,2.706107,50.033767,0.957246,2.110298
0.118200,-174.143708,324.714920,-150.571211,2.732087,50.033813,0.957257,2.110481
0.118400,-156.569944,324.928722,-168.358778,2.759123,50.033859,0.957269,2.110665
0.118600,-138.378270,323.860179,-185.481909,2.787110,50.033905,0.957281,2.110849
0.118800,-119.640480,321.513508,-201.873029,2.815938,50.033952,0.957292,2.111033
0.119000,-100.430523,317.897970,-217.467447,2.845492,50.033998,0.957304,2.111217
0.119200,-80.824213,313.027834,-232.203621,2.875655,50.034044,0.957316,2.111400
0.119400,-60.898927,306.922320,-246.023393,2.906309,50.034090,0.957327,2.111584
0.119600,-40.733301,299.605524,-258.872223,2.937333,50.034136,0.957339,2.111768
0.119800,-20.406919,291.106322,-270.699403,2.968605,50.034182,0.957351,2.111952
0.120000,0.000000,281.458256,-281.458256,3.000000,50.034227,0.957362,2.112135
0.120200,20.406919,270.699403,-291.106322,3.031395,50.034273,0.957374,2.112319
0.120400,40.733301,258.872223,-299.605524,3.062667,50.034319,0.957386,2.112503
0.120600,60.898927,246.023393,-306.922320,3.093691,50.034365,0.957398,2.112686
0.120800,80.824213,232.203621,-313.027834,3.124345,50.034410,0.957409,2.112870
0.121000,100.430523,217.467447,-317.897970,3.154508,50.034456,0.957421,2.113054
0.121200,119.640480,201.873029,-321.513508,3.184062,50.034501,0.957433,2.113237
0.121400,138.378270,185.481909,-323.860179,3.212890,50.034547,0.957444,2.113421
0.121600,156.569944,168.358778,-324.928722,3.240877,50.034592,0.957456,2.113604
0.121800,174.143708,150.571211,-324.714920,3.267913,50.034637,0.957468,2.113788
0.122000,191.030207,132.189409,-323.219616,3.293893,50.034683,0.957479,2.113972
0.122200,207.162797,113.285915,-320.448712,3.318712,50.034728,0.957491,2.114155
0.122400,222.477809,93.935334,-316.413143,3.342274,50.034773,0.957502,2.114339
0.122600,236.914804,74.214033,-311.128837,3.364484,50.034818,0.957514,2.114522
0.122800,250.416804,54.199843,-304.616647,3.385257,50.034863,0.957526,2.114706
0.123000,262.930523,33.971751,-296.902274,3.404508,50.034908,0.957537,2.114889
0.123200,274.406576,13.609587,-288.016163,3.422164,50.034953,0.957549,2.115072
0.123400,284.799671,-6.806286,-277.993385,3.438153,50.034998,0.957561,2.115256
0.123600,294.068792,-27.195299,-266.873493,3.452414,50.035043,0.957572,2.115439
0.123800,302.177358,-47.476984,-254.700374,3.464888,50.035088,0.957584,2.115623
0.124000,309.093368,-67.571300,-241.522068,3.475528,50.035132,0.957596,2.115806
0.124200,314.789527,-87.398942,-227.390586,3.484292,50.035177,0.957607,2.115989
0.124400,319.243356,-106.881660,-212.361696,3.491144,50.035222,0.957619,2.116173
0.124600,322.437278,-125.942566,-196.494712,3.496057,50.035266,0.957630,2.116356
0.124800,324.358687,-144.506433,-179.852254,3.499013,50.035311,0.957642,2.116539
0.125000,325.000000,-162.500000,-162.500000,3.500000,50.035355,0.957654,2.116723
0.125200,324.358687,-179.852254,-144.506433,3.499013,50.035400,0.957665,2.116906
0.125400,322.437278,-196.494712,-125.942566,3.496057,50.035444,0.957677,2.117089
0.125600,319.243356,-212.361696,-106.881660,3.491144,50.035488,0.957688,2.117272
0.125800,314.789527,-227.390586,-87.398942,3.484292,50.035533,0.957700,2.117456
0.126000,309.093368,-241.522068,-67.571300,3.475528,50.035577,0.957712,2.117639
0.126200,302.177358,-254.700374,-47.476984,3.464888,50.035621,0.957723,2.117822
0.126400,294.068792,-266.873493,-27.195299,3.452414,50.035665,0.957735,2.118005
0.126600,284.799671,-277.993385,-6.806286,3.438153,50.035709,0.957746,2.118188
0.126800,274.406576,-288.016163,13.609587,3.422164,50.035753,0.957758,2.118372
0.127000,262.930523,-296.902274,33.971751,3.404508,50.035797,0.957770,2.118555
0.127200,250.416804,-304.616647,54.199843,3.385257,50.035841,0.957781,2.118738
0.127400,236.914804,-311.128837,74.214033,3.364484,50.035884,0.957793,2.118921
0.127600,222.477809,-316.413143,93.935334,3.342274,50.035928,0.957804,2.119104
0.127800,207.162797,-320.448712,113.285915,3.318712,50.035972,0.957816,2.119287
0.128000,191.030207,-323.219616,132.189409,3.293893,50.036015,0.957827,2.119470
0.128200,174.143708,-324.714920,150.571211,3.267913,50.036059,0.957839,2.119653
0.128400,156.569944,-324.928722,168.358778,3.240877,50.036103,0.957851,2.119836
0.128600,138.378270,-323.860179,185.481909,3.212890,50.036146,0.957862,2.120019
0.128800,119.640480,-321.513508,201.873029,3.184062,50.036189,0.957874,2.120202
0.129000,100.430523,-317.897970,217.467447,3.154508,50.036233,0.957885,2.120385
0.129200,80.824213,-313.027834,232.203621,3.124345,50.036276,0.957897,2.120568
0.129400,60.898927,-306.922320,246.023393,3.093691,50.036319,0.957908,2.120751
0.129600,40.733301,-299.605524,258.872223,3.062667,50.036362,0.957920,2.120934
0.129800,20.406919,-291.106322,270.699403,3.031395,50.036405,0.957931,2.121117
0.130000,-0.000000,-281.458256,281.458256,3.000000,50.036448,0.957943,2.121300
0.130200,-20.406919,-270.699403,291.106322,2.968605,50.036491,0.957954,2.121482
0.130400,-40.733301,-258.872223,299.605524,2.937333,50.036534,0.957966,2.121665
0.130600,-60.898927,-246.023393,306.922320,2.906309,50.036577,0.957978,2.121848
0.130800,-80.824213,-232.203621,313.027834,2.875655,50.036620,0.957989,2.122031
0.131000,-100.430523,-217.467447,317.897970,2.845492,50.036663,0.958001,2.122214
0.131200,-119.640480,-201.873029,321.513508,2.815938,50.036705,0.958012,2.122396
0.131400,-138.378270,-185.481909,323.860179,2.787110,50.036748,0.958024,2.122579
0.131600,-156.569944,-168.358778,324.928722,2.759123,50.036791,0.958035,2.122762
0.131800,-174.143708,-150.571211,324.714920,2.732087,50.036833,0.958047,2.122945
0.132000,-191.030207,-132.189409,323.219616,2.706107,50.036876,0.958058,2.123127
0.132200,-207.162797,-113.285915,320.448712,2.681288,50.036918,0.958070,2.123310
0.132400,-222.477809,-93.935334,316.413143,2.657726,50.036960,0.958081,2.123493
0.132600,-236.914804,-74.214033,311.128837,2.635516,50.037003,0.958093,2.123675
0.132800,-250.416804,-54.199843,304.616647,2.614743,50.037045,0.958104,2.123858
0.133000,-262.930523,-33.971751,296.902274,2.595492,50.037087,0.958116,2.124041
0.133200,-274.406576,-13.609587,288.016163,2.577836,50.037129,0.958127,2.124223
0.133400,-284.799671,6.806286,277.993385,2.561847,50.037171,0.958139,2.124406
0.133600,-294.068792,27.195299,266.873493,2.547586,50.037213,0.958150,2.124588
0.133800,-302.177358,47.476984,254.700374,2.535112,50.037255,0.958162,2.124771
